"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"it 's a [[charming]] and often affecting [[journey]] . ","it 's a [[fictional]] and often affecting [[book]] . ",0.012431681156158447,0.14804714918136597,1,1,1,97,"Failed"
"unflinchingly [[bleak]] and desperate ","unflinchingly [[sad]] and desperate ",0.32082128524780273,0.6513548493385315,0,1,0,46,"Successful"
"allows us to [[hope]] that nolan is [[poised]] to embark a major career as a commercial yet inventive filmmaker . ","allows us to [[doubt]] that nolan is [[ready]] to embark a major career as a commercial yet inventive filmmaker . ",0.06754672527313232,0.5312093496322632,1,0,1,144,"Successful"
"the acting , costumes , music , cinematography and sound are all [[astounding]] [[given]] the production 's austere [[locales]] . ","the acting , costumes , music , cinematography and sound are all [[atouadequate]] [[here]] the production 's austere [[exoticization]] . ",0.02931225299835205,0.5,1,0,1,145,"Successful"
"it 's slow -- very , very [[slow]] . ","it 's slow -- very , very [[fast]] . ",0.2227001190185547,0.5621764659881592,0,1,0,45,"Successful"
"[[although]] laced with humor and a few fanciful touches , the film is a [[refreshingly]] serious [[look]] at young women . ","[[despite]] laced with humor and a few fanciful touches , the film is a [[refreshingnot]] serious [[attempt]] at young women . ",0.07585817575454712,0.2689414620399475,1,1,1,146,"Failed"
"a sometimes [[tedious]] film . ","a sometimes [[longintensive]] film . ",0.13296425342559814,0.5926665663719177,0,1,0,51,"Successful"
"or doing last [[year]] 's taxes with your ex-wife . ","or doing last [[people]] 's taxes with your ex-wife . ",0.46879059076309204,0.5312093496322632,0,1,0,50,"Successful"
"you do [[n't]] have to [[know]] about music to appreciate the film 's easygoing blend of comedy and [[romance]] . ","you do [[n']]$ have to [[care]] about music to appreciate the film 's easygoing blend of comedy and [[con]] . ",0.06754672527313232,0.29421496391296387,1,1,1,145,"Failed"
"in exactly 89 [[minutes]] , most of which passed as [[slowly]] as if i 'd been sitting naked on an igloo , formula 51 [[sank]] from [[quirky]] to [[jerky]] to utter turkey . ","in exactly 89 [[tons]] , most of which passed as [[carefully]] as if i 'd been sitting naked on an igloo , formula 51 [[voted]] from [[quiinnovative]] to [[jerks]] to utter turkey . ",0.07585817575454712,0.5,0,0,0,239,"Failed"
"the mesmerizing performances of the leads keep the film [[grounded]] and keep the [[audience]] [[riveted]] . ","the mesmerizing performances of the leads keep the film [[straight]] and keep the [[script]] [[swarting]] . ",0.014063596725463867,0.2689414620399475,1,1,1,147,"Failed"
"it [[takes]] a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same [[movie]] . ","it [[seems]] a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same [[review]] . ",0.2018132209777832,0.5312093496322632,0,1,0,110,"Successful"
"... the film suffers from a lack of [[humor]] ( [[something]] needed to balance out the violence ) ... ","... the film suffers from a lack of [[length]] ( [[so]] needed to balance out the violence ) ... ",0.2227001190185547,0.5621764659881592,0,1,0,100,"Successful"
"we [[root]] for ( clara and paul ) , even like them , [[though]] perhaps it 's an emotion closer to pity . ","we [[want]] for ( clara and paul ) , even like them , [[except]] perhaps it 's an emotion closer to pity . ",0.16451644897460938,0.5926665663719177,1,0,1,89,"Successful"
"even horror fans will most likely not find what they 're seeking with trouble every day ; the movie [[lacks]] both thrills and humor . ","even horror fans will most likely not find what they 're seeking with trouble every day ; the movie [[doesn]] both thrills and humor . ",0.10669058561325073,0.6224592924118042,0,1,0,59,"Successful"
"a gorgeous , high-spirited musical from india that [[exquisitely]] blends music , dance , [[song]] , and [[high]] drama . ","a gorgeous , high-spirited musical from india that [[exquisitesimply]] blends music , dance , [[waltz]] , and [[french]] drama . ",0.01590639352798462,0.06008666753768921,1,1,1,150,"Failed"
"the [[emotions]] are raw and will [[strike]] a nerve with anyone who 's ever had [[family]] trauma . ","the [[screams]] are raw and will [[be]] a nerve with anyone who 's ever had [[accident]] trauma . ",0.04208773374557495,0.32082128524780273,1,1,1,146,"Failed"
"[[audrey]] tatou has a knack for [[picking]] roles that [[magnify]] her outrageous [[charm]] , and in this literate french comedy , she 's as morning-glory exuberant as she was in [[amélie]] . ","[[isbn]] tatou has a knack for [[his]] roles that [[magniu]] her outrageous [[popularity]] , and in this literate french comedy , she 's as morning-glory exuberant as she was in [[her]] . ",0.007577240467071533,0.11920297145843506,1,1,1,215,"Failed"
"... the [[movie]] is just a plain old monster . ","... the [[documentary]] is just a plain old monster . ",0.16451644897460938,0.5926665663719177,0,1,0,51,"Successful"
"in its best moments , resembles a bad high school production of grease , [[without]] benefit of song . ","in its best moments , resembles a bad high school production of grease , [[still]] benefit of song . ",0.11920297145843506,0.6513548493385315,0,1,0,58,"Successful"
"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins . ","pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins . ",0.5312093496322632,0.5312093496322632,1,1,0,1,"Skipped"
"the iditarod [[lasts]] for days - this just felt like it did . ","the iditarod [[lasting]] for days - this just felt like it did . ",0.34864509105682373,0.5312093496322632,0,1,0,42,"Successful"
"holden caulfield did it [[better]] . ","holden caulfield did it [[best]] . ",0.32082128524780273,0.6791787147521973,0,1,0,50,"Successful"
"a delectable and intriguing thriller filled with [[surprises]] , read my [[lips]] is an [[original]] . ","a delectable and intriguing thriller filled with [[possibilities]] , read my [[fears]] is an [[standard]] . ",0.022977352142333984,0.5,1,0,1,145,"Successful"
"seldom has a movie so [[closely]] [[matched]] the [[spirit]] of a man and his work . ","seldom has a movie so [[loosely]] [[suited]] the [[concept]] of a man and his work . ",0.022977352142333984,0.5312093496322632,1,0,1,140,"Successful"
