"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"how [[far]] is it from denver to aspen ?","how [[𝚏ar]] is it from denver to aspen ?",0.4169573187828064,0.7618120908737183,5,0,5,13,"Successful"
"what [[county]] is modesto , california in ?","what [[countу]] is modesto , california in ?",0.30508142709732056,0.5405705571174622,4,4,4,17,"Failed"
"who was [[galileo]] ?","who was [[gɑlileo]] ?",0.06578975915908813,0.27490389347076416,3,3,3,17,"Failed"
"what is an atom ?","what is an atom ?",0.7367171049118042,0.7367171049118042,1,1,2,1,"Skipped"
"when did hawaii become a [[state]] ?","when did hawaii become a [[s𝚝ate]] ?",0.022008240222930908,0.7423471212387085,5,0,5,17,"Successful"
"how [[tall]] is the sears building ?","how [[jacob]] is the sears building ?",0.3584393858909607,0.990051805973053,5,0,5,15,"Successful"
"george bush purchased a small [[interest]] in which baseball team ?","george bush purchased a small [[in𝚝erest]] in which baseball team ?",0.43217015266418457,0.9553384184837341,3,1,3,23,"Successful"
"what is [[australia]] 's national flower ?","what is [[astralia]] 's national flower ?",0.43092256784439087,0.5764100551605225,1,2,1,20,"Successful"
"why does the [[moon]] turn orange ?","why does the [[mooո]] turn orange ?",0.17224937677383423,0.5347524285316467,2,2,2,14,"Failed"
"what is [[autism]] ?","what is [[au𝚝ism]] ?",0.3425251245498657,0.6419994235038757,2,0,2,16,"Successful"
"what [[city]] had a world fair in 1900 ?","what [[ci𝚝y]] had a world fair in 1900 ?",0.20594948530197144,0.8002623319625854,4,1,4,16,"Successful"
"what [[person]] 's head is on a dime ?","what [[anyone]] 's head is on a dime ?",0.26794737577438354,0.9925794005393982,3,0,3,17,"Successful"
"what is the average weight of a yellow [[labrador]] ?","what is the average weight of a yellow [[spaniel]] ?",0.6732957363128662,0.8637093901634216,5,1,5,21,"Successful"
"who was the first [[man]] to fly across the [[pacific]] ocean ?","who was the first [[mɑn]] to fly across the [[paci𝚏ic]] ocean ?",0.03295695781707764,0.37865370512008667,3,3,3,30,"Failed"
"when did idaho become a [[state]] ?","when did idaho become a [[s𝚝ate]] ?",0.02148061990737915,0.5859891772270203,5,5,5,16,"Failed"
"what is the life expectancy for [[crickets]] ?","what is the life expectancy for [[cricke𝚝s]] ?",0.7008281350135803,0.9725733995437622,5,0,5,20,"Successful"
"what metal has the [[highest]] melting [[point]] ?","what metal has the [[highes𝚝]] melting [[po]] [[int]] ?",0.33531641960144043,0.4783669710159302,1,1,1,32,"Failed"
"who developed the vaccination against [[polio]] ?","who developed the vaccination against [[poⅼio]] ?",0.0559697151184082,0.10385739803314209,3,3,3,17,"Failed"
"what is [[epilepsy]] ?","what is [[epile]] [[psy]] ?",0.34232765436172485,0.7025256156921387,2,0,2,18,"Successful"
"what [[year]] did the titanic sink ?","what [[leto]] did the titanic sink ?",0.014356136322021484,0.9838229417800903,5,1,5,15,"Successful"
"who was the [[first]] american to walk in [[space]] ?","who was the [[firs𝚝]] american to walk in [[spɑce]] ?",0.03680109977722168,0.22101861238479614,3,3,3,29,"Failed"
"what is a biosphere ?","what is a biosphere ?",0.6023528575897217,0.6023528575897217,1,1,2,1,"Skipped"
"what [[river]] in the us is known as the big muddy ?","what [[revere]] in the us is known as the big muddy ?",0.31770116090774536,0.8442716002464294,4,2,4,18,"Successful"
"what is [[bipolar]] disorder ?","what is [[bipartisan]] disorder ?",0.2524383068084717,0.5189287662506104,2,2,2,17,"Failed"
"what is [[cholesterol]] ?","what is [[cհolesterol]] ?",0.42996883392333984,0.6746282577514648,2,1,2,21,"Successful"
"who [[developed]] the macintosh computer ?","who [[developеd]] the macintosh computer ?",0.0991678237915039,0.21552127599716187,3,3,3,20,"Failed"
