"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"it 's a [[charming]] and often [[affecting]] journey . ","it 's a [[ϲharming]] and often [[afflicting]] journey . ",0.2018132209777832,0.9669139981269836,1,0,1,36,"Successful"
"unflinchingly bleak and [[desperate]] ","unflinchingly bleak and [[distraught]] ",0.43782347440719604,0.5621764659881592,0,1,0,21,"Successful"
"[[allows]] us to [[hope]] that nolan is poised to embark a major career as a commercial yet inventive filmmaker . ","[[allowing]] us to [[hoped]] that nolan is poised to embark a major career as a commercial yet inventive filmmaker . ",0.2689414620399475,0.5312093496322632,1,0,1,37,"Successful"
"the acting , [[costumes]] , music , cinematography and sound are all [[astounding]] [[given]] the production 's austere locales . ","the acting , [[outfits]] , music , cinematography and sound are all [[as𝚝ounding]] [[gvien]] the production 's austere locales . ",0.16451644897460938,0.5621764659881592,1,0,1,55,"Successful"
"it 's [[slow]] -- very , very slow . ","it 's [[slowing]] -- very , very slow . ",0.04208773374557495,0.07585817575454712,0,0,0,14,"Failed"
"although [[laced]] with humor and a few fanciful touches , the film is a [[refreshingly]] serious look at young women . ","although [[spokes]] with humor and a few fanciful touches , the film is a [[neatly]] serious look at young women . ",0.2227001190185547,0.5,1,0,1,42,"Successful"
"a sometimes [[tedious]] film . ","a sometimes [[teidous]] film . ",0.02033233642578125,0.06008666753768921,0,0,0,18,"Failed"
"or doing [[last]] [[year]] 's taxes with your ex-wife . ","or doing [[ⅼast]] [[yеar]] 's taxes with your ex-wife . ",0.06008666753768921,0.16451644897460938,0,0,0,27,"Failed"
"you do [[n't]] have to [[know]] about music to appreciate the film 's easygoing blend of comedy and romance . ","you do [[n'𝚝]] have to [[savoir]] about music to appreciate the film 's easygoing blend of comedy and romance . ",0.4073333740234375,0.5,1,0,1,24,"Successful"
"in exactly [[89]] [[minutes]] , most of which [[passed]] as slowly as if i 'd been sitting naked on an igloo , formula 51 [[sank]] from quirky to [[jerky]] to utter turkey . ","in exactly [[8৭]] [[minսtes]] , most of which [[pɑssed]] as slowly as if i 'd been sitting naked on an igloo , formula 51 [[san𝒌]] from quirky to [[cured]] to utter turkey . ",0.04208773374557495,0.13296425342559814,0,0,0,66,"Failed"
"the [[mesmerizing]] [[performances]] of the leads keep the film grounded and keep the audience [[riveted]] . ","the [[msemerizing]] [[concerts]] of the leads keep the film grounded and keep the audience [[rive𝚝ed]] . ",0.2018132209777832,0.5,1,0,1,62,"Successful"
"it [[takes]] a strange kind of [[laziness]] to [[waste]] the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same [[movie]] . ","it [[tɑkes]] a strange kind of [[idleness]] to [[was𝚝e]] the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same [[movіe]] . ",0.04208773374557495,0.4073333740234375,0,0,0,67,"Failed"
"... the film suffers from a [[lack]] of [[humor]] ( something needed to balance out the [[violence]] ) ... ","... the film suffers from a [[lac𝒌]] of [[humoⲅ]] ( something needed to balance out the [[viоlence]] ) ... ",0.14804714918136597,0.43782347440719604,0,0,0,43,"Failed"
"we root for ( clara and paul ) , even like them , though perhaps it 's an emotion closer to pity . ","we root for ( clara and paul ) , even like them , though perhaps it 's an emotion closer to pity . ",0.6513548493385315,0.6513548493385315,0,0,1,1,"Skipped"
