"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"how [[far]] is it from [[denver]] to aspen ?","how [[close]] is it from [[mountain]] to aspen ?",0.22715842723846436,0.5192181468009949,5,5,5,23,"Failed"
"what [[county]] is modesto , california in ?","what [[not]] is modesto , california in ?",0.10821837186813354,0.44169336557388306,4,4,4,25,"Failed"
"who was galileo ?","who was galileo ?",0.06274533271789551,0.06274533271789551,3,3,3,2,"Failed"
"what is an [[atom]] ?","what is an [[atoms]] ?",0.49256813526153564,0.5766607522964478,2,1,2,3,"Successful"
"when did hawaii become a [[state]] ?","when did hawaii become a [[dream]] ?",0.48699355125427246,0.7055063247680664,5,5,5,48,"Failed"
"how tall is the sears [[building]] ?","how tall is the sears [[guy]] ?",0.17566978931427002,0.47439903020858765,5,5,5,48,"Failed"
"george bush purchased a small interest in which baseball [[team]] ?","george bush purchased a small interest in which baseball [[of]] ?",0.5966627597808838,0.8157630562782288,3,1,3,48,"Successful"
"what is [[australia]] 's national flower ?","what is [[nsw]] 's national flower ?",0.5568225383758545,0.6355676651000977,1,4,1,11,"Successful"
"why does the [[moon]] turn orange ?","why does the [[planet]] turn orange ?",0.2024909257888794,0.27035754919052124,2,2,2,9,"Failed"
"what is autism ?","what is autism ?",0.23469328880310059,0.23469328880310059,2,2,2,2,"Failed"
"what [[city]] had a world fair in 1900 ?","what [[times]] had a world fair in 1900 ?",0.1243085265159607,0.8953613042831421,4,5,4,26,"Successful"
"what [[person]] 's head is on a dime ?","what [[somebody]] 's head is on a dime ?",0.16012346744537354,0.9472556710243225,3,0,3,21,"Successful"
"what is the average weight of a yellow [[labrador]] ?","what is the average weight of a yellow [[coat]] ?",0.012002170085906982,0.047656118869781494,5,5,5,14,"Failed"
"who was the first man to [[fly]] across the pacific [[ocean]] ?","who was the first man to [[bat]] across the pacific [[pacific]] ?",0.05917435884475708,0.07626473903656006,3,3,3,60,"Failed"
"when did [[idaho]] become a state ?","when did [[oregon]] become a state ?",0.45024746656417847,0.49639880657196045,5,5,5,5,"Failed"
"what is the [[life]] expectancy for crickets ?","what is the [[great]] expectancy for crickets ?",0.02853691577911377,0.6297767162322998,5,5,5,44,"Failed"
"what metal has the highest melting point ?","what metal has the highest melting point ?",0.8163300156593323,0.8163300156593323,5,5,1,1,"Skipped"
"who developed the vaccination against [[polio]] ?","who developed the vaccination against [[pole]] ?",0.0822058916091919,0.11907088756561279,3,3,3,44,"Failed"
