"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"it 's a [[charming]] and often [[affecting]] journey . ","it 's a [[ϲharming]] and often [[afflicting]] journey . ",0.00023049116134643555,0.8519527912139893,1,0,1,36,"Successful"
"unflinchingly [[bleak]] and desperate ","unflinchingly [[Ьleak]] and desperate ",0.16451644897460938,0.6513548493385315,0,1,0,16,"Successful"
"allows us to hope that nolan is [[poised]] to embark a major career as a commercial yet [[inventive]] [[filmmaker]] . ","allows us to hope that nolan is [[pised]] to embark a major career as a commercial yet [[inveոtive]] [[cinematographers]] . ",0.0097084641456604,0.06008666753768921,1,1,1,59,"Failed"
"the acting , costumes , music , cinematography and sound are all [[astounding]] [[given]] the production 's austere [[locales]] . ","the acting , costumes , music , cinematography and sound are all [[as𝚝ounding]] [[yielded]] the production 's austere [[locɑles]] . ",0.0019267797470092773,0.05340331792831421,1,1,1,50,"Failed"
"it 's slow -- very , very [[slow]] . ","it 's slow -- very , very [[decelerate]] . ",0.08509904146194458,0.32082128524780273,0,0,0,15,"Failed"
"although laced with [[humor]] and a few [[fanciful]] touches , the film is a [[refreshingly]] serious look at young women . ","although laced with [[humorous]] and a few [[imaginative]] touches , the film is a [[neatly]] serious look at young women . ",0.022977352142333984,0.18242555856704712,1,1,1,57,"Failed"
"a sometimes [[tedious]] film . ","a sometimes [[pesky]] film . ",0.05340331792831421,0.13296425342559814,0,0,0,18,"Failed"
"or doing last year 's taxes with your ex-wife . ","or doing last year 's taxes with your ex-wife . ",0.8175745010375977,0.8175745010375977,1,1,0,1,"Skipped"
"you do [[n't]] have to [[know]] about [[music]] to appreciate the film 's easygoing blend of comedy and romance . ","you do [[ո't]] have to [[soaps]] about [[ｍusic]] to appreciate the film 's easygoing blend of comedy and romance . ",0.0031726956367492676,0.02595740556716919,1,1,1,37,"Failed"
"in exactly [[89]] [[minutes]] , most of which passed as slowly as if i 'd been sitting naked on an [[igloo]] , formula 51 [[sank]] from quirky to [[jerky]] to utter turkey . ","in exactly [[Ȣ9]] [[minu𝚝es]] , most of which passed as slowly as if i 'd been sitting naked on an [[icy]] , formula 51 [[sak]] from quirky to [[cured]] to utter turkey . ",0.04208773374557495,0.18242555856704712,0,0,0,67,"Failed"
"the [[mesmerizing]] [[performances]] of the leads keep the film grounded and keep the audience [[riveted]] . ","the [[riveting]] [[spectacles]] of the leads keep the film grounded and keep the audience [[rive𝚝ed]] . ",0.0010322332382202148,0.014063596725463867,1,1,1,62,"Failed"
"it takes a strange kind of [[laziness]] to [[waste]] the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . ","it takes a strange kind of [[idleness]] to [[was𝚝e]] the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . ",0.18242555856704712,0.9465966820716858,0,1,0,43,"Successful"
"... the film [[suffers]] from a [[lack]] of humor ( something needed to balance out the violence ) ... ","... the film [[undergo]] from a [[lac𝒌]] of humor ( something needed to balance out the violence ) ... ",0.09534949064254761,0.7772998809814453,0,1,0,34,"Successful"
"we [[root]] for ( clara and paul ) , even like them , [[though]] perhaps it 's an emotion [[closer]] to pity . ","we [[origins]] for ( clara and paul ) , even like them , [[nevertheless]] perhaps it 's an emotion [[cloѕer]] to pity . ",0.09534949064254761,0.5621764659881592,1,0,1,47,"Successful"
"even horror fans will most likely not find what they 're seeking with trouble every day ; the movie [[lacks]] both thrills and humor . ","even horror fans will most likely not find what they 're seeking with trouble every day ; the movie [[dearth]] both thrills and humor . ",0.16451644897460938,0.8670357465744019,0,1,0,26,"Successful"
"a [[gorgeous]] , high-spirited [[musical]] from india that [[exquisitely]] blends music , dance , song , and high drama . ","a [[gorgeoսs]] , high-spirited [[songwriter]] from india that [[exquisi𝚝ely]] blends music , dance , song , and high drama . ",0.0010322332382202148,0.008577525615692139,1,1,1,59,"Failed"
"the [[emotions]] are raw and will [[strike]] a nerve with [[anyone]] who 's ever had family trauma . ","the [[sentiments]] are raw and will [[stri𝒌e]] a nerve with [[somebody]] who 's ever had family trauma . ",0.0097084641456604,0.32082128524780273,1,1,1,40,"Failed"
"[[audrey]] tatou has a knack for picking roles that [[magnify]] her outrageous [[charm]] , and in this literate french [[comedy]] , she 's as morning-glory exuberant as she was in [[amélie]] . ","[[auԁrey]] tatou has a knack for picking roles that [[maɡnify]] her outrageous [[ϲharm]] , and in this literate french [[comedian]] , she 's as morning-glory exuberant as she was in [[aｍélie]] . ",0.0015012025833129883,0.02931225299835205,1,1,1,86,"Failed"
"... the [[movie]] is just a plain old monster . ","... the [[filmmaking]] is just a plain old monster . ",0.09534949064254761,0.5621764659881592,0,1,0,17,"Successful"
"in its best moments , resembles a [[bad]] high school production of grease , [[without]] benefit of [[song]] . ","in its best moments , resembles a [[naughty]] high school production of grease , [[unless]] benefit of [[poem]] . ",0.08509904146194458,0.6224592924118042,0,1,0,47,"Successful"
"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an [[uneven]] tone that you never know when humor ends and tragedy begins . ","pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an [[uneveո]] tone that you never know when humor ends and tragedy begins . ",0.32082128524780273,0.6224592924118042,0,1,0,29,"Successful"
"the iditarod lasts for days - this just felt like it did . ","the iditarod lasts for days - this just felt like it did . ",0.5312093496322632,0.5312093496322632,1,1,0,1,"Skipped"
"holden caulfield did it [[better]] . ","holden caulfield did it [[optimum]] . ",0.09534949064254761,0.9324532747268677,0,1,0,17,"Successful"
"a [[delectable]] and intriguing thriller filled with [[surprises]] , read my lips is an [[original]] . ","a [[deletcable]] and intriguing thriller filled with [[flabbergasted]] , read my lips is an [[initials]] . ",0.0017006993293762207,0.10669058561325073,1,1,1,58,"Failed"
"[[seldom]] has a [[movie]] so closely matched the [[spirit]] of a man and his work . ","[[seldoｍ]] has a [[movіe]] so closely matched the [[wits]] of a man and his work . ",0.001325070858001709,0.014063596725463867,1,1,1,46,"Failed"
"nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from [[stale]] parody to raunchy sex gags to [[formula]] romantic comedy . ","nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from [[satle]] parody to raunchy sex gags to [[forms]] romantic comedy . ",0.13296425342559814,0.5926665663719177,0,1,0,45,"Successful"
"the action [[switches]] between past and present , but the material link is too tenuous to anchor the [[emotional]] connections that [[purport]] to span a 125-year [[divide]] . ","the action [[switcհes]] between past and present , but the material link is too tenuous to anchor the [[affective]] connections that [[puprort]] to span a 125-year [[ԁivide]] . ",0.18242555856704712,0.34864509105682373,0,0,0,82,"Failed"
"it 's an offbeat [[treat]] that pokes fun at the democratic exercise while also examining its [[significance]] for those who [[take]] [[part]] . ","it 's an offbeat [[tⲅeat]] that pokes fun at the democratic exercise while also examining its [[prominence]] for those who [[tomar]] [[prat]] . ",0.00522005558013916,0.04742586612701416,1,1,1,65,"Failed"
"it 's a [[cookie-cutter]] movie , a [[cut-and-paste]] job . ","it 's a [[coo𝒌ie-cutter]] movie , a [[cut-and-pas𝚝e]] job . ",0.04208773374557495,0.2018132209777832,0,0,0,35,"Failed"
"i had to look [[away]] - this was god [[awful]] . ","i had to look [[aside]] - this was god [[aw𝚏ul]] . ",0.012431681156158447,0.7310585975646973,0,1,0,29,"Successful"
"thanks to scott 's [[charismatic]] roger and eisenberg 's sweet nephew , roger [[dodger]] is one of the most [[compelling]] [[variations]] on in the company of men . ","thanks to scott 's [[prophetic]] roger and eisenberg 's sweet nephew , roger [[dodgeⲅ]] is one of the most [[conclusive]] [[discrepancies]] on in the company of men . ",0.00522005558013916,0.04208773374557495,1,1,1,80,"Failed"
"... designed to provide a mix of smiles and tears , `` crossroads '' [[instead]] [[provokes]] a handful of unintentional howlers and numerous [[yawns]] . ","... designed to provide a mix of smiles and tears , `` crossroads '' [[alternately]] [[pⲅovokes]] a handful of unintentional howlers and numerous [[snorts]] . ",0.02931225299835205,0.8670357465744019,0,1,0,56,"Successful"
"a gorgeous , [[witty]] , seductive movie . ","a gorgeous , [[wi𝚝ty]] , seductive movie . ",0.000552833080291748,0.0031726956367492676,1,1,1,17,"Failed"
"if the movie succeeds in [[instilling]] a wary sense of ` there but for the [[grace]] of [[god]] , ' it is [[far]] too [[self-conscious]] to draw you deeply into its world . ","if the movie succeeds in [[instilⅼing]] a wary sense of ` there but for the [[gⲅace]] of [[ɡod]] , ' it is [[very]] too [[self-conscioսs]] to draw you deeply into its world . ",0.2450850009918213,0.46879059076309204,0,0,0,66,"Failed"
"it does [[n't]] [[believe]] in itself , it has no sense of humor ... it 's just plain [[bored]] . ","it does [[n'𝚝]] [[suppose]] in itself , it has no sense of humor ... it 's just plain [[diameter]] . ",0.02033233642578125,0.16451644897460938,0,0,0,37,"Failed"
"a [[sequence]] of [[ridiculous]] shoot - 'em - up scenes . ","a [[sequences]] of [[laughable]] shoot - 'em - up scenes . ",0.14804714918136597,0.7549149990081787,0,1,0,38,"Successful"
"the weight of the piece , the unerring professionalism of the chilly production , and the [[fascination]] embedded in the lurid [[topic]] [[prove]] [[recommendation]] enough . ","the weight of the piece , the unerring professionalism of the chilly production , and the [[mania]] embedded in the lurid [[toрic]] [[proe]] [[proposals]] enough . ",0.0097084641456604,0.43782347440719604,1,1,1,78,"Failed"
"( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is [[short]] on the thrills the oversize medium demands . ","( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is [[ѕhort]] on the thrills the oversize medium demands . ",0.46879059076309204,0.5621764659881592,0,1,0,29,"Successful"
