"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"how [[far]] is it from denver to aspen ?","how [[eminently]] is it from denver to aspen ?",0.3200160264968872,0.6479558944702148,5,3,5,20,"Successful"
"what county is modesto , [[california]] in ?","what county is modesto , [[californian]] in ?",0.11504310369491577,0.3230988383293152,4,4,4,6,"Failed"
"who was galileo ?","who was galileo ?",0.9028608202934265,0.9028608202934265,1,1,3,1,"Skipped"
"what is an atom ?","what is an atom ?",0.5057657957077026,0.5057657957077026,1,1,2,1,"Skipped"
"when did hawaii become a [[state]] ?","when did hawaii become a [[sate]] ?",0.273828387260437,0.535758912563324,5,3,5,14,"Successful"
"how [[tall]] is the sears building ?","how [[jacob]] is the sears building ?",0.22193384170532227,0.8362607955932617,5,2,5,11,"Successful"
"george bush purchased a small interest in which baseball team ?","george bush purchased a small interest in which baseball team ?",0.9982341527938843,0.9982341527938843,1,1,3,1,"Skipped"
"what is australia 's national [[flower]] ?","what is australia 's national [[bloomed]] ?",0.23072755336761475,0.9919662475585938,1,3,1,38,"Successful"
"why does the moon [[turn]] orange ?","why does the moon [[conversions]] orange ?",0.15268784761428833,0.9964368939399719,2,3,2,33,"Successful"
"what is [[autism]] ?","what is [[asperger]] ?",0.3543720245361328,0.6304895877838135,2,1,2,4,"Successful"
"what city had a world [[fair]] in 1900 ?","what city had a world [[justo]] in 1900 ?",0.23040765523910522,0.9828595519065857,4,1,4,21,"Successful"
"what person 's head is on a dime ?","what person 's head is on a dime ?",0.9257923364639282,0.9257923364639282,1,1,3,1,"Skipped"
"what is the average [[weight]] of a yellow [[labrador]] ?","what is the average [[underweight]] of a yellow [[sheepdog]] ?",0.11606645584106445,0.30937284231185913,5,5,5,37,"Failed"
"who was the first man to fly across the pacific ocean ?","who was the first man to fly across the pacific ocean ?",0.9130725264549255,0.9130725264549255,1,1,3,1,"Skipped"
"when did idaho become a [[state]] ?","when did idaho become a [[sate]] ?",0.2609822750091553,0.5836012959480286,5,3,5,14,"Successful"
