"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"it 's a [[charming]] and often affecting [[journey]] . ","it 's a [[ϲharming]] and often affecting [[travel]] . ",0.339877188205719,0.4397522211074829,1,1,1,35,"Failed"
"unflinchingly [[bleak]] and desperate ","unflinchingly [[blak]] and desperate ",0.5,0.5488276481628418,0,1,0,16,"Successful"
"allows us to [[hope]] that nolan is poised to embark a major career as a commercial yet [[inventive]] [[filmmaker]] . ","allows us to [[հope]] that nolan is poised to embark a major career as a commercial yet [[iոventive]] [[cinematographers]] . ",0.34767037630081177,0.4288153648376465,1,1,1,58,"Failed"
"the acting , costumes , music , cinematography and sound are all [[astounding]] [[given]] the production 's austere [[locales]] . ","the acting , costumes , music , cinematography and sound are all [[as𝚝ounding]] [[conferred]] the production 's austere [[loacles]] . ",0.35222452878952026,0.4288153648376465,1,1,1,67,"Failed"
"it 's slow -- very , very [[slow]] . ","it 's slow -- very , very [[decelerate]] . ",0.4288153648376465,0.47514986991882324,0,0,0,15,"Failed"
"although laced with humor and a few [[fanciful]] [[touches]] , the film is a [[refreshingly]] serious look at young women . ","although laced with humor and a few [[faոciful]] [[tuoches]] , the film is a [[refreѕhingly]] serious look at young women . ",0.3908644914627075,0.4397522211074829,1,1,1,71,"Failed"
"a sometimes [[tedious]] film . ","a sometimes [[pesky]] film . ",0.3829374313354492,0.4397522211074829,0,0,0,18,"Failed"
"or doing last year 's taxes with your ex-wife . ","or doing last year 's taxes with your ex-wife . ",0.5248501300811768,0.5248501300811768,1,1,0,1,"Skipped"
"you do [[n't]] have to [[know]] about music to appreciate the film 's easygoing blend of comedy and [[romance]] . ","you do [[ո't]] have to [[soaps]] about music to appreciate the film 's easygoing blend of comedy and [[romanϲe]] . ",0.3689384460449219,0.4288153648376465,1,1,1,39,"Failed"
"in exactly 89 [[minutes]] , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter [[turkey]] . ","in exactly 89 [[miոutes]] , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter [[turkeys]] . ",0.40861499309539795,0.4511723518371582,0,0,0,187,"Failed"
"the mesmerizing [[performances]] of the [[leads]] keep the film grounded and keep the audience [[riveted]] . ","the mesmerizing [[perforｍances]] of the [[leaԁs]] keep the film grounded and keep the audience [[rieted]] . ",0.3285931944847107,0.3908644914627075,1,1,1,56,"Failed"
"it takes a strange kind of [[laziness]] to [[waste]] the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . ","it takes a strange kind of [[idleness]] to [[debris]] the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . ",0.4630010724067688,0.5488276481628418,0,1,0,43,"Successful"
"... the film [[suffers]] from a [[lack]] of humor ( something needed to balance out the [[violence]] ) ... ","... the film [[undergo]] from a [[lac𝒌]] of humor ( something needed to balance out the [[assault]] ) ... ",0.3994244337081909,0.5369988679885864,0,1,0,49,"Successful"
"we [[root]] for ( clara and paul ) , even like them , though perhaps it 's an emotion closer to pity . ","we [[rоot]] for ( clara and paul ) , even like them , though perhaps it 's an emotion closer to pity . ",0.47514986991882324,0.5,1,0,1,21,"Successful"
"even horror fans will most likely not find what they 're seeking with trouble every day ; the movie [[lacks]] both thrills and humor . ","even horror fans will most likely not find what they 're seeking with trouble every day ; the movie [[dearth]] both thrills and humor . ",0.3756345510482788,0.5488276481628418,0,1,0,26,"Successful"
"a [[gorgeous]] , high-spirited [[musical]] from india that [[exquisitely]] blends music , dance , song , and high drama . ","a [[gorgeoսs]] , high-spirited [[musician]] from india that [[exԛuisitely]] blends music , dance , song , and high drama . ",0.34767037630081177,0.3994244337081909,1,1,1,59,"Failed"
"the [[emotions]] are raw and will [[strike]] a nerve with [[anyone]] who 's ever had family trauma . ","the [[emоtions]] are raw and will [[stri𝒌e]] a nerve with [[anoyne]] who 's ever had family trauma . ",0.36282479763031006,0.4397522211074829,1,1,1,41,"Failed"
"[[audrey]] [[tatou]] has a knack for picking roles that [[magnify]] her outrageous charm , and in this literate french [[comedy]] , she 's as morning-glory exuberant as she was in [[amélie]] . ","[[audreу]] [[tatu]] has a knack for picking roles that [[mɑgnify]] her outrageous charm , and in this literate french [[coｍedy]] , she 's as morning-glory exuberant as she was in [[amlie]] . ",0.3435664772987366,0.3908644914627075,1,1,1,72,"Failed"
"... the [[movie]] is just a plain old monster . ","... the [[movies]] is just a plain old monster . ",0.4511723518371582,0.5248501300811768,0,1,0,17,"Successful"
