"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"how far is it from denver to [[aspen]] ?","how far is it from denver to [[the]] ?",0.22564083337783813,0.8446258306503296,5,4,5,31,"Successful"
"what [[county]] is modesto , california in ?","what [[of]] is modesto , california in ?",0.10604625940322876,0.989216148853302,4,0,4,25,"Successful"
"who was galileo ?","who was galileo ?",0.36938321590423584,0.36938321590423584,3,3,3,2,"Failed"
"what is an atom ?","what is an atom ?",0.6872448325157166,0.6872448325157166,1,1,2,1,"Skipped"
"when did hawaii become a [[state]] ?","when did hawaii become a [[man]] ?",0.05064350366592407,0.5623487830162048,5,5,5,48,"Failed"
"how tall is the sears [[building]] ?","how tall is the sears [[there]] ?",0.24532508850097656,0.7881597876548767,5,0,5,48,"Successful"
"george bush purchased a small interest in which baseball team ?","george bush purchased a small interest in which baseball team ?",0.8314146995544434,0.8314146995544434,1,1,3,1,"Skipped"
"what is australia 's national [[flower]] ?","what is australia 's national [[garden]] ?",0.12322396039962769,0.3592207431793213,1,1,1,15,"Failed"
"why does the [[moon]] turn orange ?","why does the [[moons]] turn orange ?",0.20213890075683594,0.23821479082107544,2,2,2,9,"Failed"
"what is autism ?","what is autism ?",0.567039966583252,0.567039966583252,1,1,2,1,"Skipped"
"what [[city]] had a world fair in 1900 ?","what [[local]] had a world fair in 1900 ?",0.170218825340271,0.8704670071601868,4,1,4,26,"Successful"
"what person 's head is on a dime ?","what person 's head is on a dime ?",0.7126104831695557,0.7126104831695557,1,1,3,1,"Skipped"
"what is the average weight of a yellow [[labrador]] ?","what is the average weight of a yellow [[coat]] ?",0.3261744976043701,0.7350751161575317,5,1,5,14,"Successful"
"who was the first man to [[fly]] across the pacific [[ocean]] ?","who was the first man to [[ski]] across the pacific [[oceans]] ?",0.29328715801239014,0.48611414432525635,3,3,3,55,"Failed"
"when did idaho [[become]] a state ?","when did idaho [[ever]] a state ?",0.048250794410705566,0.1857205629348755,5,5,5,50,"Failed"
"what is the life expectancy for [[crickets]] ?","what is the life expectancy for [[cricket]]? ?",0.2934163212776184,0.75206458568573,5,2,5,6,"Successful"
"what metal has the [[highest]] melting [[point]] ?","what metal has the [[simplest]] melting [[c]] ?",0.23399919271469116,0.563019871711731,1,1,1,86,"Failed"
"who developed the vaccination against [[polio]] ?","who developed the vaccination against [[polwith]] ?",0.15397542715072632,0.5300586223602295,3,3,3,44,"Failed"
"what is epilepsy ?","what is epilepsy ?",0.5933114886283875,0.5933114886283875,1,1,2,1,"Skipped"
"what [[year]] did the titanic sink ?","what [[one]] did the titanic sink ?",0.03757166862487793,0.985443651676178,5,1,5,36,"Successful"
"who was the first american to walk in [[space]] ?","who was the first american to walk in [[the]] ?",0.21547091007232666,0.9054274559020996,3,1,3,33,"Successful"
"what is a biosphere ?","what is a biosphere ?",0.8012717962265015,0.8012717962265015,1,1,2,1,"Skipped"
"what river in the us is known as the big muddy ?","what river in the us is known as the big muddy ?",0.8969231843948364,0.8969231843948364,1,1,4,1,"Skipped"
"what is bipolar [[disorder]] ?","what is bipolar [[of]] ?",0.4631296396255493,0.7897185683250427,2,0,2,40,"Successful"
"what is cholesterol ?","what is cholesterol ?",0.8438807725906372,0.8438807725906372,1,1,2,1,"Skipped"
"who developed the macintosh [[computer]] ?","who developed the macintosh [[in]] ?",0.10506081581115723,0.8616130352020264,3,5,3,47,"Successful"
"what is caffeine ?","what is caffeine ?",0.9437667727470398,0.9437667727470398,1,1,2,1,"Skipped"
"what imaginary line is halfway between the north and south poles ?","what imaginary line is halfway between the north and south poles ?",0.9773196578025818,0.9773196578025818,0,0,4,1,"Skipped"
"where is john wayne [[airport]] ?","where is john wayne [[today]] ?",0.010651230812072754,0.6236067414283752,4,2,4,33,"Successful"
"what [[hemisphere]] is the philippines in ?","what [[east]] is the philippines in ?",0.5086996555328369,0.886942446231842,4,0,4,19,"Successful"
"what is the [[average]] speed of the horses at the kentucky [[derby]] ?","what is the [[averaging]] speed of the horses at the kentucky [[museum]] ?",0.09199559688568115,0.7935622930526733,5,0,5,77,"Successful"
"where are the rocky [[mountains]] ?","where are the rocky [[rockies]] ?",0.032876789569854736,0.1757744550704956,4,4,4,12,"Failed"
"what are invertebrates ?","what are invertebrates ?",0.6461790204048157,0.6461790204048157,1,1,2,1,"Skipped"
"what is the [[temperature]] at the center of the earth ?","what is the °[[c]] at the center of the earth ?",0.17833173274993896,0.9249164462089539,5,0,5,31,"Successful"
"when did john f. kennedy get [[elected]] as [[president]] ?","when did john f. kennedy get [[who]] as [[he]] ?",0.035491764545440674,0.8074477910995483,5,2,5,83,"Successful"
"how [[old]] was elvis presley when he died ?","how [[up]] was elvis presley when he died ?",0.061379075050354004,0.677070677280426,5,2,5,46,"Successful"
"where is the orinoco [[river]] ?","where is the orinoco [[rivers]] ?",0.02271968126296997,0.03502786159515381,4,4,4,5,"Failed"
